cohortId,cohortNameLong,logicDescription,recommendedReferentConceptIds,ohdsiForumPost,createdDate,modifiedDate
624,Primary sclerosing cholangitis,all events of Primary sclerosing cholangitis. Persons exit on cohort end date,4058821,,2023-06-25,2023-09-19
625,Pustular psoriasis,all events of Pustular psoriasis. Persons exit on cohort end date,"4063434, 4100184",,2023-06-25,2023-09-19
626,Cirrhosis of liver,all events of Cirrhosis of liver. Persons exit on cohort end date,"194692, 4064161",,2023-06-25,2023-09-19
627,Miscarriage,all events of Miscarriage. Persons exit on cohort end date,"76482, 4067106",,2023-06-25,2023-09-19
628,Fisher's syndrome,all events of Fisher's syndrome. Persons exit on cohort end date,4070552,,2023-06-25,2023-09-19
629,Inflammatory bowel disease,all events of Inflammatory bowel disease. Persons exit on cohort end date,"195585, 4074815",,2023-06-25,2023-09-19
630,Facial palsy,all events of Facial palsy. Persons exit on cohort end date,"374923, 4091559",,2023-06-25,2023-09-19
631,Livebirth,all events of Livebirth. Persons exit on cohort end date,"4014295, 4092289",,2023-06-25,2023-09-19
632,Antiphospholipid syndrome,all events of Antiphospholipid syndrome. Persons exit on cohort end date,4098292,,2023-06-25,2023-09-19
633,Waldenström macroglobulinemia,all events of Waldenström macroglobulinemia. Persons exit on cohort end date,4098597,,2023-06-25,2023-09-19
634,Immunoglobulin A vasculitis,all events of Immunoglobulin A vasculitis. Persons exit on cohort end date,4101602,,2023-06-25,2023-09-19
635,Ventricular tachycardia,all events of Ventricular tachycardia. Persons exit on cohort end date,"437579, 4103295",,2023-06-25,2023-09-19
636,Malignant tumor of breast,all events of Malignant tumor of breast. Persons exit on cohort end date,"137809, 4112853",,2023-06-25,2023-09-19
637,Peripheral ischemia,all events of Peripheral ischemia. Persons exit on cohort end date,"4124836, 4291464",,2023-06-25,2023-09-19
638,Neoplasm of thyroid gland,all events of Neoplasm of thyroid gland. Persons exit on cohort end date,"133424, 4131909",,2023-06-25,2023-09-19
639,Deep venous thrombosis,all events of Deep venous thrombosis. Persons exit on cohort end date,"4133004, 43531681",,2023-06-25,2023-09-19
640,Vasculitis,all events of Vasculitis. Persons exit on cohort end date,"199856, 4137275",,2023-06-25,2023-09-19
641,Pericarditis,all events of Pericarditis. Persons exit on cohort end date,"320116, 4138837",,2023-06-25,2023-09-19
642,Immune reconstitution syndrome,all events of Immune reconstitution syndrome. Persons exit on cohort end date,4139034,,2023-06-25,2023-09-19
643,Follicular non-Hodgkin's lymphoma,all events of Follicular non-Hodgkin's lymphoma. Persons exit on cohort end date,4147411,,2023-06-25,2023-09-19
644,Malignant tumor of prostate,all events of Malignant tumor of prostate. Persons exit on cohort end date,"200962, 4163261",,2023-06-25,2023-09-19
645,Guillain-Barré syndrome,all events of Guillain-Barré syndrome. Persons exit on cohort end date,4164770,,2023-06-25,2023-09-19
646,Bradycardia,all events of Bradycardia. Persons exit on cohort end date,4169095,,2023-06-25,2023-09-19
647,Retinopathy due to diabetes mellitus,all events of Retinopathy due to diabetes mellitus. Persons exit on cohort end date,"376683, 4174977",,2023-06-25,2023-09-19
648,Malignant tumor of colon,all events of Malignant tumor of colon. Persons exit on cohort end date,"197500, 4180790",,2023-06-25,2023-09-19
649,Malignant tumor of esophagus,all events of Malignant tumor of esophagus. Persons exit on cohort end date,"26638, 4181343",,2023-06-25,2023-09-19
650,Malignant tumor of ovary,all events of Malignant tumor of ovary. Persons exit on cohort end date,"200051, 4181351",,2023-06-25,2023-09-19
651,Dementia,all events of Dementia. Persons exit on cohort end date,4182210,,2023-06-25,2023-09-19
652,Vasculitis of the skin,all events of Vasculitis of the skin. Persons exit on cohort end date,4182711,,2023-06-25,2023-09-19
653,Loss of sense of smell,all events of Loss of sense of smell. Persons exit on cohort end date,4185711,,2023-06-25,2023-09-19
654,Ischemic heart disease,all events of Ischemic heart disease. Persons exit on cohort end date,"321318, 4185932",,2023-06-25,2023-09-19
655,Aseptic meningitis,all events of Aseptic meningitis. Persons exit on cohort end date,"434869, 4201096",,2023-06-25,2023-09-19
656,Fatigue,all events of Fatigue. Persons exit on cohort end date,"437113, 4223659",,2023-06-25,2023-09-19
657,Paresthesia,all events of Paresthesia. Persons exit on cohort end date,4236484,,2023-06-25,2023-09-19
658,Hepatic failure,all events of Hepatic failure. Persons exit on cohort end date,4245975,,2023-06-25,2023-09-19
659,Malignant neoplasm of liver,all events of Malignant neoplasm of liver. Persons exit on cohort end date,"198700, 4246127",,2023-06-25,2023-09-19
660,Juvenile rheumatoid arthritis,all events of Juvenile rheumatoid arthritis. Persons exit on cohort end date,"72714, 4253901",,2023-06-25,2023-09-19
661,Respiratory failure,all events of Respiratory failure. Persons exit on cohort end date,"319049, 4256228",,2023-06-25,2023-09-19
662,Diverticulitis of large intestine,all events of Diverticulitis of large intestine. Persons exit on cohort end date,"77025, 4260535",,2023-06-25,2023-09-19
663,Influenza,all events of Influenza. Persons exit on cohort end date,"4183609, 4266367",,2023-06-25,2023-09-19
664,Malaise,all events of Malaise. Persons exit on cohort end date,"439926, 4272240",,2023-06-25,2023-09-19
665,Suicidal thoughts,all events of Suicidal thoughts. Persons exit on cohort end date,4273391,,2023-06-25,2023-09-19
666,Type B viral hepatitis,all events of Type B viral hepatitis. Persons exit on cohort end date,"439674, 4281232",,2023-06-25,2023-09-19
667,Guttate psoriasis,all events of Guttate psoriasis. Persons exit on cohort end date,4284492,,2023-06-25,2023-09-19
668,SLE glomerulonephritis syndrome,all events of SLE glomerulonephritis syndrome. Persons exit on cohort end date,4285717,,2023-06-25,2023-09-19
669,Schizoaffective disorder,all events of Schizoaffective disorder. Persons exit on cohort end date,4286201,,2023-06-25,2023-09-19
670,Temporal arteritis,all events of Temporal arteritis. Persons exit on cohort end date,"4290976, 4343935",,2023-06-25,2023-09-19
671,Pregnant,all events of Pregnant. Persons exit on cohort end date,4299535,,2023-06-25,2023-09-19
672,Sense of smell impaired,all events of Sense of smell impaired. Persons exit on cohort end date,4307095,,2023-06-25,2023-09-19
673,Primary malignant neoplasm of respiratory tract,all events of Primary malignant neoplasm of respiratory tract. Persons exit on cohort end date,4311499,,2023-06-25,2023-09-19
674,Degeneration of retina,all events of Degeneration of retina. Persons exit on cohort end date,"376966, 4318985",,2023-06-25,2023-09-19
675,Pulmonary hypertension,all events of Pulmonary hypertension. Persons exit on cohort end date,"4322024, 4339214",,2023-06-25,2023-09-19
676,Necrosis of artery,all events of Necrosis of artery. Persons exit on cohort end date,"4344489,320749,319047",,2023-06-25,2023-09-22
677,Preterm labor with preterm delivery,all events of Preterm labor with preterm delivery. Persons exit on cohort end date,"36712702, 45757176",,2023-06-25,2023-09-19
678,COVID-19,all events of COVID-19. Persons exit on cohort end date,37311061,,2023-06-25,2023-09-19
679,Takotsubo cardiomyopathy,all events of Takotsubo cardiomyopathy. Persons exit on cohort end date,40479589,,2023-06-25,2023-09-19
680,Mantle cell lymphoma,all events of Mantle cell lymphoma. Persons exit on cohort end date,40481901,,2023-06-25,2023-09-19
681,Malignant neoplasm of anorectum,all events of Malignant neoplasm of anorectum. Persons exit on cohort end date,"74582, 40481902",,2023-06-25,2023-09-19
682,Marginal zone lymphoma,all events of Marginal zone lymphoma. Persons exit on cohort end date,40490918,,2023-06-25,2023-09-19
683,Antineutrophil cytoplasmic antibody positive vasculitis,all events of Antineutrophil cytoplasmic antibody positive vasculitis. Persons exit on cohort end date,"313223, 42535714",,2023-06-25,2023-09-19
684,Sensory disorder of smell and/or taste,all events of Sensory disorder of smell and/or taste. Persons exit on cohort end date,43530714,,2023-06-25,2023-09-19
685,Cardiac arrhythmia,all events of Cardiac arrhythmia. Persons exit on cohort end date,"313217, 44784217",,2023-06-25,2023-09-19
686,Fracture of bone of hip region,all events of Fracture of bone of hip region. Persons exit on cohort end date,"434500, 45763653",,2023-06-25,2023-09-19
687,Chronic kidney disease,all events of Chronic kidney disease. Persons exit on cohort end date,"193782, 46271022",,2023-06-25,2023-09-19
688,Death,all events of Suicide. Persons exit on cohort end date,440925,,2023-06-25,2023-09-20
689,Newborn death,all events of Newborn death. Persons exit on cohort end date,4079843,,2023-06-25,2023-09-19
690,Suicide,all events of Death. Persons exit on cohort end date,4306655,,2023-06-25,2023-09-19
691,Transverse myelitis or symptoms indexed on symptoms or diagnosis,"events with a diagnosis of transverse myelitis indexed on diagnosis of transverse myelitis, related spinal disease or symptoms of transverse myelitis, followed by a diagnosis of transverse myelitis within 30 days. Symptoms of Transverse Myelitis included asthenia, muscle weakness, myelitis, paresthesia","79908, 139803, 443904",,2023-06-26,2023-09-19
692,Transverse myelitis indexed on diagnosis,"events with a diagnosis of transverse myelitis indexed on diagnosis of transverse myelitis. Events have a 365 days washout period. The events persist for 1 day. Symptoms of Transverse Myelitis included asthenia, muscle weakness, myelitis, paresthesia","139803, 443904",,2023-06-26,2023-09-19
693,Acquired Neutropenia or unspecified leukopenia,all events of neutropenia indexed on diagnosis or lab results with no congenital or genetic neutropenia,435224,,2023-06-26,2023-09-19
694,Appendicitis during Inpatient visit,events of appendicitis with an inpatient or ER visit with no events in 365 days clean window,"440448, 441604",,2023-06-26,2023-09-19
695,Optic nerve glioma,all events of Optic nerve glioma. Persons exit on cohort end date,4112970,,2023-06-26,2023-09-19
696,Neurofibromatosis type 2,all events of Neurofibromatosis type 2. Persons exit on cohort end date,380975,,2023-06-26,2023-09-19
697,Neurofibromatosis type 1,all events of Neurofibromatosis type 1. Persons exit on cohort end date,377252,,2023-06-26,2023-09-19
698,Neurofibromatosis syndrome,all events of Neurofibromatosis syndrome. Persons exit on cohort end date,376938,,2023-06-26,2023-09-19
699,Major Depressive Disorder,all events of Major Depressive Disorder. Persons exit on cohort end date,"4152280, 4282096",,2023-06-26,2023-09-19
701,Ascites,all events of Ascites. Persons exit on cohort end date,200528,https://forums.ohdsi.org/t/17895,2023-07-09,2023-09-19
702,Alanine aminotransferase (ALT) elevated,All events of Alanine aminotransferase (ALT) elevated,4146380,,2023-07-11,2023-09-25
703,Aspartate aminotransferase (AST) elevated,All events of Aspartate aminotransferase (ALT) elevated,4263457,,2023-07-11,2023-09-25
705,Total Bilirubin elevated,Total Bilirubin elevated,4230543,,2023-07-11,2023-09-25
706,Prothrombin time (PT) elevated,Prothrombin time (PT) elevated,4055672,,2023-07-11,2023-09-25
707,"Inpatient Hospitalization (0Pe, 1Era)",All events of Inpatient visit. This cohort is deemed validated as it represents data convention and did not need to go thru peer review process,,,2023-07-12,2023-09-19
708,International normalized ratio (INR),International normalized ratio (INR),4306239,,2023-07-14,2023-09-25
709,Chronic liver disease,all events of Chronic liver disease. Persons exit on cohort end date,4212540,,2023-07-14,2023-09-19
710,Cirrhosis of liver or its sequela,earliest event of Cirrhosis of liver or its sequela. Persons exit on end of observation period,4064161,,2023-07-19,2025-03-28
711,Transplanted liver present,all events of Transplanted liver present. Persons exit on cohort end date,42537742,,2023-07-19,2023-09-19
712,Viral hepatitis including history of,All events of Viral hepatitis including history of,4291005,,2023-07-19,2023-09-25
713,Alcoholic hepatitis or alcohol liver disorder,all events of Alcoholic hepatitis or alcohol liver disorder,4340383,,2023-07-19,2023-09-25
714,Endometriosis (clinical),all events of Endometriosis (clinical). Persons exit on cohort end date,433527,,2023-07-19,2023-09-19
715,Hepatic fibrosis,all events of Hepatic Fibrosis. Persons exit on cohort end date,"4064161,4267417",,2023-07-19,2023-09-25
716,Acute Hepatic Injury,Acute Hepatic Injury,194990,,2023-07-20,2023-09-25
717,Portal vein thrombosis,all event of portal hypertension or esophageal varices,192680,,2023-07-20,2023-09-25
719,,,,,2023-07-24,2023-09-19
720,Aplastic Anemia,all events of aplastic anemia,137829,,2023-07-26,2024-09-11
721,Sudden New Onset Blindness,all events of Sudden New Onset Blindness,377556,,2023-07-27,2023-09-19
722,Endometriosis,An occurrence of procedure expected to be performed for persons with endometriosis with a diagnosis of endometriosis within 30 days of the procedure. Should have two more diagnosis in the future. Should be female. Should be between 15 to 49 years. A person is expected to be in the phenotype for the rest of their life (i.e. the disease never ends),433527,,2023-08-22,2023-09-19
723,Earliest event of Acute Hepatic Failure,"This definition, is modeling acute hepatic failure, assuming that acute hepatic failure by definition is severe liver injury with hepatic coma in the absence of known liver disease. This definition include hepatic coma that is potentially due to viral hepatis or alcohol use.",4245975,,2023-08-22,2024-09-11
724,"Earliest event of Acute Hepatic Failure, NO viral hepatitis or alcoholic hepatic failure","This definition, is modeling acute hepatic failure, assuming that acute hepatic failure by definition is severe liver injury with hepatic coma in the absence of known liver disease. This definition excludes persons with viral hepatis or alcohol use.",4245975,,2023-08-22,2024-09-11
725,All events of Acute Kidney Injury (AKI),"All events of Acute Kidney Injury (AKI) indexed on a diagnosis of Acute kidney injury or a Dialysis procedure at a medicare certified esrd facility for acute kidney injury without esrd,. Applying a washout period of 30 days between observed events excluding events/patients with 1. a diagnosis of End-Stage Kidney Disease in the 365 days before AKI occurrence 2. patients receiving chronic dialysis defined as more than 3 recorded events of dialysis in 365 days before AKI occurrence 3. kidney Transplant any time prior . patients exit the cohort 7 days post index..",197320,,2023-08-22,2024-09-11
